nombre_farmacia,calle,numero,colonia,ciudad,codigo_postal,latitud,longitud
ACAPULCO 1,ACAPULCO DE JUAREZ,ED A,PROGRESO,ACAPULCO DE JUAREZ,39350,16.86016,-99.90353
ACAPULCO 10,ACAPULCO DE JUAREZ,8,ALTA PROGRESO,ACAPULCO DE JUAREZ,39610,16.87317,-99.89115
ACAPULCO 11,ACAPULCO DE JUAREZ,LT 10,LA ESPERANZA,ACAPULCO DE JUAREZ,39610,16.84682,-99.81231
ACAPULCO 13,ACAPULCO DE JUAREZ,36,LAS CRUCES,ACAPULCO DE JUAREZ,39902,16.88586,-99.83698
ACAPULCO 14,ACAPULCO DE JUAREZ,129,PROGRESO,ACAPULCO DE JUAREZ,39350,16.85863,-99.89725
ACAPULCO 17,ACAPULCO DE JUAREZ,70 Y 71,EX EJIDO DE SANTA CRUZ,ACAPULCO DE JUAREZ,39530,16.86327,-99.90348
ACAPULCO 19,ACAPULCO DE JUAREZ,2DASECCION,PROGRESO,ACAPULCO DE JUAREZ,39350,16.86561,-99.89405
ACAPULCO 2,ACAPULCO DE JUAREZ,KM-393-394,LIBERTADORES,ACAPULCO DE JUAREZ,39770,16.8943,-99.83355
ACAPULCO 21,ACAPULCO DE JUAREZ,43-C,ACAPULCO DE JUAREZ CENTRO,ACAPULCO DE JUAREZ,39300,16.85372,-99.90617
ACAPULCO 22,ACAPULCO DE JUAREZ,S/N,FRACCIONAMIENTO MAGALLANES,ACAPULCO DE JUAREZ,39670,16.86064,-99.8817
ACAPULCO 23,ACAPULCO DE JUAREZ,13,ACAPULCO DE JUAREZ CENTRO,ACAPULCO DE JUAREZ,39300,16.85148,-99.90702
ACAPULCO 24,ACAPULCO DE JUAREZ,LT 15,EXCAMPO DE TIRO,ACAPULCO DE JUAREZ,39422,16.87517,-99.87584
ACAPULCO 27,ACAPULCO DE JUAREZ,S/N,RENACIMIENTO,ACAPULCO DE JUAREZ,39715,16.89477,-99.83262
ACAPULCO 28,ACAPULCO DE JUAREZ,1401 LTA,EL PROGRESO,ACAPULCO DE JUAREZ,39350,16.86967,-99.89697
ACAPULCO 29,ACAPULCO DE JUAREZ,701,FRACCIONAMIENTO HORNOS,ACAPULCO DE JUAREZ,39355,16.85402,-99.90045
ACAPULCO 3,ACAPULCO DE JUAREZ,330,CENTRO,ACAPULCO DE JUAREZ,39300,16.84922,-99.90643
ACAPULCO 30,ACAPULCO DE JUAREZ,2,CENTRO,ACAPULCO DE JUAREZ,39300,16.84901,-99.90825
ACAPULCO 31,ACAPULCO DE JUAREZ,LOTE 13,FRACCIONAMIENTO COSTA AZUL,ACAPULCO DE JUAREZ,39850,16.84272,-99.84889
ACAPULCO 32,ACAPULCO DE JUAREZ,485,AGUAS BLANCAS,ACAPULCO DE JUAREZ,39589,16.86253,-99.90773
ACAPULCO 33,ACAPULCO DE JUAREZ,802,EL PROGRESO,ACAPULCO DE JUAREZ,39350,16.85816,-99.89895
ACAPULCO 34,ACAPULCO DE JUAREZ,202,LIBERTADORES,ACAPULCO DE JUAREZ,39770,16.8905,-99.83604
ACAPULCO 35,ACAPULCO DE JUAREZ,.,LA ZANJA O LA POZA,ACAPULCO DE JUAREZ,39906,16.77965,-99.78362
ACAPULCO 36,ACAPULCO DE JUAREZ,234 LOTE1 MANZ 40,GARITA DE JUAREZ,ACAPULCO DE JUAREZ,39650,16.87683,-99.86999
ACAPULCO 37,ACAPULCO DE JUAREZ,LOCAL 4,COSTA AZUL,ACAPULCO DE JUAREZ,39850,16.85167,-99.84839
ACAPULCO 38,ACAPULCO DE JUAREZ,S/N,MOZIMBA,ACAPULCO DE JUAREZ,39460,16.86484,-99.92744
ACAPULCO 39,ACAPULCO DE JUAREZ,191,PROGRESO,ACAPULCO DE JUAREZ,39350,16.86023,-99.89211
ACAPULCO 4,ACAPULCO DE JUAREZ,46,CENTRO,ACAPULCO DE JUAREZ,39300,16.85707,-99.90396
ACAPULCO 40,ACAPULCO DE JUAREZ,90,CENTRO,ACAPULCO DE JUAREZ,39300,16.85614,-99.90119
ACAPULCO 41,ACAPULCO DE JUAREZ,LT 7 BMZA 11 A,FARALLON DEL OBISPO,ACAPULCO DE JUAREZ,39690,16.86356,-99.8691
ACAPULCO 5,ACAPULCO DE JUAREZ,7,VICENTE GUERRERO,ACAPULCO DE JUAREZ,39760,16.8785,-99.85542
ACAPULCO 6,ACAPULCO DE JUAREZ,54,COSTA AZUL,ACAPULCO DE JUAREZ,39580,16.85087,-99.85231
ACAPULCO 7,ACAPULCO DE JUAREZ,180,FRACCIONAMIENTO MAGALLANES,ACAPULCO DE JUAREZ,39670,16.86096,-99.87508
ACAPULCO 8,ACAPULCO DE JUAREZ,21,LA ESPERANZA,ACAPULCO DE JUAREZ,39810,16.84657,-99.81358
ACAPULCO 9,ACAPULCO DE JUAREZ,3,LAS PLAYAS,ACAPULCO DE JUAREZ,39390,16.83231,-99.90339
"ACATLAN DE JUAREZ 1, JAL",ACATLAN DE JUAREZ,201,CENTRO,ACATLAN DE JUAREZ,45700,20.42541,-103.5964
ACAYUCAN 1,ACAYUCAN,308,ACAYUCAN CENTRO,ACAYUCAN,96000,17.95258,-94.917
ACAYUCAN 2,ACAYUCAN,903,ACAYUCAN CENTRO,ACAYUCAN,96000,17.94947,-94.91647
ACAYUCAN 3,ACAYUCAN,104,ZAPOTAL,ACAYUCAN,96039,17.94946,-94.90617
ACAYUCAN 4,ACAYUCAN,2000,BARRIO DE SAN DIEGO,ACAYUCAN,96055,17.94834,-94.92277
AEROPUERTO,CIUDAD DE MEXICO,LC NB-24SL B,PEÑON DE LOS BAÑOS,CIUDAD DE MEXICO,15520,19.43341,-99.08559
AEROPUERTO 2,CIUDAD DE MEXICO,LC 92T1Y 93T1,PEÑON DE LOS BAÑOS,CIUDAD DE MEXICO,15520,19.43553,-99.083
AGRICOLA ORIENTAL 1,CIUDAD DE MEXICO,330,AGRICOLA ORIENTAL,CIUDAD DE MEXICO,08500,19.3946,-99.07284
AGRICOLA ORIENTAL 2,CIUDAD DE MEXICO,285,AGRICOLA ORIENTAL,CIUDAD DE MEXICO,08500,19.39192,-99.07402
AGUA DULCE 1,AGUA DULCE,S/N,CENTRO,AGUA DULCE,96600,18.14341,-94.14111
AGUA DULCE 2,AGUA DULCE,235,AGUA DULCE CENTRO,AGUA DULCE,96600,18.14089,-94.14181
AGUA DULCE 3,AGUA DULCE,6,EMILIANO ZAPATA,AGUA DULCE,96620,18.13759,-94.15063
"ALPES 1, D.F.",CIUDAD DE MEXICO,48,LOS ALPES,CIUDAD DE MEXICO,01010,19.36273,-99.19107
ANAHUAC 2,CIUDAD DE MEXICO,43,ANAHUAC,CIUDAD DE MEXICO,11320,19.44021,-99.1766
ANAHUAC 3,CIUDAD DE MEXICO,96,ANAHUAC,CIUDAD DE MEXICO,11400,19.45006,-99.18359
ANTILLAS,CIUDAD DE MEXICO,318,PORTALES SUR,CIUDAD DE MEXICO,03300,19.36847,-99.14294
APATLACO 1,CIUDAD DE MEXICO,33,APATLACO,CIUDAD DE MEXICO,09430,19.3795,-99.11473
APATZINGAN 1,APATZINGAN,16 D,CENTRO,APATZINGAN,60600,19.08398,-102.3558
APATZINGAN 3,APATZINGAN,7,APATZINGAN DE LA CONSTITUCION CENTRO,APATZINGAN,60600,19.08679,-102.3542
APATZINGAN 5,APATZINGAN,77 A,APATZINGAN DE LA CONSTITUCION CENTRO,APATZINGAN,60600,19.08381,-102.3557
ARAGON LA VILLA,CIUDAD DE MEXICO,S/N (70),ARAGON LA VILLA,CIUDAD DE MEXICO,07000,19.48044,-99.11531
ARCELIA 1,ARCELIA,19,CENTRO,ARCELIA,40500,18.31727,-100.2841
ARCELIA 2,ARCELIA,3,ARCELIA CENTRO,ARCELIA,40500,18.31583,-100.2833
ARCELIA 3,ARCELIA,S/N,LINDAVISTA,ARCELIA,40500,18.32179,-100.2812
ARCOS DE BELEN 2,CIUDAD DE MEXICO,26,DOCTORES,CIUDAD DE MEXICO,06720,19.42678,-99.14388
"ARIO DE ROSALES, MCH",ARIO,36,ARIO DE ROSALES,ARIO,61830,19.20633,-101.7092
ASTURIAS,CIUDAD DE MEXICO,65,ASTURIAS,CIUDAD DE MEXICO,06850,19.40845,-99.13196
ATIZAPAN 3,CIUDAD ADOLFO LOPEZ MATEOS,53 MZ 122LT 3,CERRO GRANDE,CIUDAD ADOLFO LOPEZ MATEOS,52920,19.57991,-99.21615
AV. CENTRAL 2,ECATEPEC,MZ 59,VALLE DE ANAHUAC SECC A,ECATEPEC,55210,19.51466,-99.03678
AV. CENTRAL 3,NEZAHUALCOYOTL,773,VALLE DE ARAGON SEGUNDA SECC,NEZAHUALCOYOTL,57100,19.48749,-99.04773
AV. JALISCO,CIUDAD DE MEXICO,4,TACUBAYA,CIUDAD DE MEXICO,11870,19.40064,-99.18793
AV. JALISCO 2,CIUDAD DE MEXICO,7,TACUBAYA,CIUDAD DE MEXICO,11870,19.40594,-99.1852
AV. MEXICO 1,CIUDAD DE MEXICO,1067,SANTA TERESA,CIUDAD DE MEXICO,10710,19.31097,-99.22543
AVENIDA 8,CIUDAD DE MEXICO,196,IGNACIO ZARAGOZA,CIUDAD DE MEXICO,15000,19.41254,-99.08996
AYUNTAMIENTO 1,CIUDAD DE MEXICO,14,CENTRO,CIUDAD DE MEXICO,06000,19.43034,-99.14228
AYUNTAMIENTO 2,CIUDAD DE MEXICO,77,CENTRO,CIUDAD DE MEXICO,06050,19.43106,-99.14607
BALDERAS 1,CIUDAD DE MEXICO,33,CENTRO,CIUDAD DE MEXICO,06040,19.43455,-99.14756
BARONA,CUERNAVACA,68,ANTONIO BARONA,CUERNAVACA,62320,18.94661,-99.19569
BOCA DEL RIO 1,BOCA DEL RIO,307,CENTRO,BOCA DEL RIO,94290,19.10098,-96.1055
BOCA DEL RIO 10,BOCA DEL RIO,LT 6 MZ65-B,VILLA RICA,BOCA DEL RIO,94298,19.12624,-96.11489
BOCA DEL RIO 2,BOCA DEL RIO,500-A,COSTA VERDE,BOCA DEL RIO,94294,19.166,-96.11328
BOCA DEL RIO 3,BOCA DEL RIO,54,VENUSTIANO CARRANZA,BOCA DEL RIO,94297,19.1301,-96.12372
BOCA DEL RIO 4,BOCA DEL RIO,LT 1,MANLIO FABIO ALTAMIRANO,BOCA DEL RIO,94296,19.14924,-96.12851
BOCA DEL RIO 5,BOCA DEL RIO,765,FRACCIONAMIENTO VIRGINIA,BOCA DEL RIO,94294,19.16511,-96.11721
BOCA DEL RIO 6,BOCA DEL RIO,18,VILLA RICA,BOCA DEL RIO,94298,19.1325,-96.11369
BOCA DEL RIO 7,BOCA DEL RIO,429,FRACCIONAMIENTO VIRGINIA,BOCA DEL RIO,94294,19.16401,-96.12682
BOCA DEL RIO 8,BOCA DEL RIO,2670,VENUSTIANO CARRANZA,BOCA DEL RIO,94297,19.12451,-96.12566
BOCA DEL RIO 9,BOCA DEL RIO,L-23 M-7,LUIS ECHEVERRIA ALVAREZ,BOCA DEL RIO,94298,19.12957,-96.1075
CALLE 7,CIUDAD DE MEXICO,288,PANTITLAN,CIUDAD DE MEXICO,08100,19.4117,-99.05711
CALZADA DE GUADALUPE 2,CIUDAD DE MEXICO,161,VALLE GOMEZ,CIUDAD DE MEXICO,06240,19.4604,-99.12653
CALZADA GUADALUPE 1,CIUDAD DE MEXICO,416,INDUSTRIAL,CIUDAD DE MEXICO,07800,19.47124,-99.12269
CANAL DEL NORTE 1,CIUDAD DE MEXICO,274,POPULAR RASTRO,CIUDAD DE MEXICO,15220,19.45031,-99.11595
CANCUN 14,CANCUN,MZ 19,REGION 240,CANCUN,77527,21.19033,-86.8283
CANCUN 16,CANCUN,1517,SUPERMANZANA 201 CANCUN,CANCUN,77539,21.15742,-86.89684
CANCUN 17,CANCUN,LT 01 MZ28,SUPERMANZANA 50,CANCUN,77533,21.14104,-86.85279
CANCUN 19,CANCUN,MZ-105 L-22 SM 259,FRACCIONAMIENTO VILLA OTOCH PARAISO,CANCUN,77539,21.14845,-86.91579
CANCUN 2,CANCUN,S/N MZ 05,SUPERMANZANA 7,CANCUN,77503,21.14549,-86.82405
CANCUN 21,CANCUN,MANZANA 16,FRACCIONAMIENTO EL MILAGRO,CANCUN,77536,21.11698,-86.91138
CANCUN 24,CANCUN,MZ-100L-02-03,SUPERMANZANA 99,CANCUN,77536,21.14046,-86.89084
CANCUN 3,CANCUN,LT 2-49/51,SMZA 22 CANCUN,CANCUN,77500,21.15903,-86.82584
CANCUN 5,CANCUN,SM 220,NUEVOS HORIZONTES 2,CANCUN,77517,21.17362,-86.86249
CANCUN 6,CANCUN,MZ94 LT16,REGION 101,CANCUN,77519,21.15143,-86.87968
CANCUN 9,CANCUN,SM91 MZ 60,CANCUN CENTRO,CANCUN,77500,21.16606,-86.8435
CASAS ALEMAN 1,CIUDAD DE MEXICO,59,CASAS ALEMAN,CIUDAD DE MEXICO,07580,19.4761,-99.08157
CASAS ALEMAN 2,CIUDAD DE MEXICO,9,CASAS ALEMAN,CIUDAD DE MEXICO,07580,19.47538,-99.08891
CASTILLO DE TEAYO,CASTILLO DE TEAYO,S/N,ZONA CENTRO,CASTILLO DE TEAYO,92940,20.74914,-97.63373
CD. AZTECA,ECATEPEC,42,JARDINES DE SANTA CLARA,ECATEPEC,55420,19.54538,-99.04071
CD. GUZMAN 1,CIUDAD GUZMAN,2,CIUDAD GUZMAN CENTRO,CIUDAD GUZMAN,49000,19.70341,-103.464
CD. GUZMAN 2,CIUDAD GUZMAN,524-A,CENTRO,CIUDAD GUZMAN,49000,19.69283,-103.4677
CD. HIDALGO,SUCHIATE,2,CENTRO,SUCHIATE,30840,14.6803,-92.14971
CD. HIDALGO 2,HIDALGO,10-A,CENTRO,HIDALGO,30840,14.67826,-92.15196
CD. HIDALGO 3,SUCHIATE,9,CIUDAD HIDALGO,SUCHIATE,30840,14.68209,-92.14886
CD. LAGO,NEZAHUALCOYOTL,68,CIUDAD LAGO,NEZAHUALCOYOTL,57180,19.45629,-99.04705
CD. MADERO 2,TAMPICO,100,UNIDAD NACIONAL,TAMPICO,89410,22.27263,-97.85205
CD. MADERO 7,TAMAULIPAS,1518 PTE,DEL VALLE,TAMAULIPAS,89550,22.26225,-97.83987
CD. MADERO 8,TAMPICO,1203,ARBOL GRANDE,TAMPICO,89490,22.24,-97.84114
CELAYA 1,CELAYA,200 LOCAL1 Y 202-D,ZONA CENTRO,CELAYA,38000,20.51961,-100.812
CELAYA 10,CELAYA,204,FRACCIONAMIENTO ALAMEDA,CELAYA,38050,20.52826,-100.8113
CELAYA 2,CELAYA,210-A,CENTRO,CELAYA,38000,20.52144,-100.816
CELAYA 3,CELAYA,212,CENTRO,CELAYA,38000,20.51862,-100.8235
CELAYA 5,CELAYA,107,CELAYA CENTRO,CELAYA,38000,20.52292,-100.8144
CELAYA 6,CELAYA,125,LAS CASAS,CELAYA,38013,20.54926,-100.8459
CELAYA 7,CELAYA,1023,CENTRO,CELAYA,38000,20.51973,-100.8283
CELAYA 8,CELAYA,506 PTE,ZONA CENTRO,CELAYA,38000,20.51979,-100.8175
CELAYA 9,CELAYA,402,ZONA CENTRO,CELAYA,38000,20.52329,-100.8153
CENTRAL DE ABASTOS,CIUDAD DE MEXICO,2,CENTRAL DE ABASTO,CIUDAD DE MEXICO,09040,19.38182,-99.08376
CENTRO 11,CIUDAD DE MEXICO,101,CENTRO,CIUDAD DE MEXICO,06020,19.44225,-99.13068
CENTRO 12,CIUDAD DE MEXICO,69,CENTRO,CIUDAD DE MEXICO,06000,19.43547,-99.13546
CENTRO 13,CIUDAD DE MEXICO,39,CENTRO,CIUDAD DE MEXICO,06010,19.43715,-99.13776
CENTRO 14,CIUDAD DE MEXICO,156,CENTRO,CIUDAD DE MEXICO,06060,19.4295,-99.12909
CENTRO 2,CIUDAD DE MEXICO,17,CENTRO,CIUDAD DE MEXICO,06060,19.43047,-99.13465
CENTRO 4,CIUDAD DE MEXICO,18,CENTRO,CIUDAD DE MEXICO,06050,19.43424,-99.14213
CENTRO 6,CIUDAD DE MEXICO,51,CENTRO,CIUDAD DE MEXICO,06080,19.42765,-99.13528
CENTRO 9,CIUDAD DE MEXICO,50,CENTRO DE LA CIUDAD DE MEXICO AREA 8,CIUDAD DE MEXICO,06080,19.4268,-99.13929
CHALCO 1,CHALCO,16,CENTRO,CHALCO,56600,19.26493,-98.89893
CHAMULA,CHAMULA,S/N,CENTRO,CHAMULA,29320,16.78728,-92.69078
CHAPULTEPEC 1,CIUDAD DE MEXICO,92,ROMA,CIUDAD DE MEXICO,06040,19.42515,-99.15424
CHAPULTEPEC 2,CIUDAD DE MEXICO,473,JUAREZ,CIUDAD DE MEXICO,06600,19.42188,-99.17218
"CHERAN, MCH",CHERAN,10,BARRIO PRIMERO,CHERAN,60270,19.68779,-101.9555
CHIAPA DE CORZO,CHIAPA DE CORZO,117,CHIAPA DE CORZO CENTRO,CHIAPA DE CORZO,29160,16.70896,-93.01625
CHIAPA DE CORZO 3,CHIAPA DE CORZO,516,BARRIO BENITO JUAREZ,CHIAPA DE CORZO,29160,16.70578,-93.00654
CHICOLOAPAN,CHICOLOAPAN DE JUAREZ,LT 15,REVOLUCION,CHICOLOAPAN DE JUAREZ,56370,19.40602,-98.92611
CHIHUAHUA 12,CHIHUAHUA,2003,FRACCIONAMIENTO RIBERAS DEL SACRAMENTO IETAPA III,CHIHUAHUA,31184,28.777,-106.1678
CHIHUAHUA 13,CHIHUAHUA,6507,LAGOS,CHIHUAHUA,31100,28.67608,-106.1038
CHIHUAHUA 14,CHIHUAHUA,12307,FRANCISCO DOMINGUEZ,CHIHUAHUA,31135,28.71213,-106.0939
CHIHUAHUA 15,CHIHUAHUA,14701,CHIHUAHUA 2000-94,CHIHUAHUA,31136,28.72954,-106.1137
CHIHUAHUA 17,CHIHUAHUA,5401,COLONIA VISTA CERRO GRANDE,CHIHUAHUA,31065,28.588,-106.0334
CHIHUAHUA 20,CHIHUAHUA,15106,PUERTA NORTE,CHIHUAHUA,31125,28.71541,-106.1484
CHIHUAHUA 21,CHIHUAHUA,39,FRANCISCO VILLA,CHIHUAHUA,31134,28.69183,-106.0954
CHIHUAHUA 23,CHIHUAHUA,909,SAN FELIPE V,CHIHUAHUA,31240,28.65477,-106.0917
CHIHUAHUA 28,CHIHUAHUA,12106-D,REVOLUCION,CHIHUAHUA,31135,28.70663,-106.1107
CHIHUAHUA 3,CHIHUAHUA,9004,CAMPESINA NUEVA,CHIHUAHUA,31410,28.60072,-106.1037
CHIHUAHUA 31,CHIHUAHUA,1601,PANAMERICANA,CHIHUAHUA,31210,28.65514,-106.1121
CHIHUAHUA 32,CHIHUAHUA,20306,FRACCIONAMIENTO PARQUE INDUSTRIALIMPULSO (IV ETAPA),CHIHUAHUA,31183,28.74917,-106.1508
CHIHUAHUA 7,CHIHUAHUA,2101,CENTRO,CHIHUAHUA,31000,28.64236,-106.0718
CHIHUAHUA 8,CHIHUAHUA,5401,DALE,CHIHUAHUA,31050,28.61795,-106.0579
CHIHUAHUA 9,CHIHUAHUA,2805,CUAUHTEMOC,CHIHUAHUA,31020,28.62896,-106.0835
CHIMALHUACAN 1,CHIMALHUACAN,MZ 72,BARRIO TEJEDORES,CHIMALHUACAN,56330,19.42492,-98.96821
CHIMALHUACAN 12,CHIMALHUACAN,MZ-1-ALT-105,ACUITLAPILCO 2DA. SECCION,CHIMALHUACAN,56335,19.43929,-98.93174
CHIMALHUACAN 2,CHIMALHUACAN,MZ 473,SARAPEROS,CHIMALHUACAN,56355,19.41949,-98.98387
CINTALAPA 2,CINTALAPA,2,CINTALAPA DE FIGUEROA CENTRO,CINTALAPA,30400,16.69858,-93.72101
CINTALAPA 3,CINTALAPA,138-C,BARRIO SEGURO SOCIAL,CINTALAPA,30400,16.68913,-93.72107
CINTALAPA 4,CINTALAPA,7,CENTRO,CINTALAPA,30400,16.69797,-93.72307
CINTALAPA 5,CINTALAPA,183,BARRIO SANTA CECILIA,CINTALAPA,30400,16.69582,-93.71936
CIRCUNVALACION 1,CIUDAD DE MEXICO,34,MORELOS,CIUDAD DE MEXICO,06200,19.44095,-99.12316
CIRCUNVALACION 2,CIUDAD DE MEXICO,1009,CENTRO DE LA CIUDAD DE MEXICO AREA 9,CIUDAD DE MEXICO,06090,19.42392,-99.12599
CIRCUNVALACION 3,CIUDAD DE MEXICO,35,MORELOS,CIUDAD DE MEXICO,15270,19.44107,-99.11903
CIRCUNVALACION 4,CIUDAD DE MEXICO,41,ZONA CENTRO,CIUDAD DE MEXICO,15100,19.43712,-99.12366
COATZACOALCOS 1,COATZACOALCOS,501,CENTRO,COATZACOALCOS,96400,18.14484,-94.41766
COATZACOALCOS 2,COATZACOALCOS,2109,EMILIANO ZAPATA,COATZACOALCOS,96560,18.13917,-94.46293
COATZACOALCOS 3,COATZACOALCOS,404,CENTRO,COATZACOALCOS,96400,18.14735,-94.41588
COATZACOALCOS 5,COATZACOALCOS,304,INDEPENDENCIA,COATZACOALCOS,96556,18.12345,-94.46986
COATZACOALCOS 6,COATZACOALCOS,1301,PUERTO MEXICO,COATZACOALCOS,96510,18.15306,-94.43703
COATZACOALCOS 7,COATZACOALCOS,123,CENTRO,COATZACOALCOS,96400,18.14211,-94.42271
COATZACOALCOS 8,COATZACOALCOS,3014,GUADALUPE VICTORIA,COATZACOALCOS,96520,18.14553,-94.4569
"COMAPA 1, VER.",SIN CIUDAD,S/N,ZONA CENTRO,SIN CIUDAD,94200,19.15257,-96.8335
CORDOBA 1,CORDOBA,401,CENTRO,CORDOBA,94500,18.89354,-96.93106
CORDOBA 10,CORDOBA,202,CENTRO,CORDOBA,94500,18.8917,-96.93913
CORDOBA 11,CORDOBA,3401-C,NUEVO TOXPAN,CORDOBA,94516,18.90728,-96.9302
CORDOBA 12,CORDOBA,4103,ZONA INDUSTRIAL,CORDOBA,94690,18.88031,-96.921
CORDOBA 13,CORDOBA,334,CENTRO,CORDOBA,94500,18.89638,-96.93956
CORDOBA 14,CORDOBA,410-A,FRACCIONAMIENTO SAN NICOLAS 1RA. SECCION,CORDOBA,94540,18.90033,-96.97151
CORDOBA 15,CORDOBA,113,CENTRO,CORDOBA,94500,18.89306,-96.93379
CORDOBA 16,CORDOBA,S/N,MEXICO,CORDOBA,94690,18.90101,-96.93032
CORDOBA 17,CORDOBA,110,CENTRO,CORDOBA,94500,18.89131,-96.93102
CORDOBA 2,CORDOBA,1101,CENTRO,CORDOBA,94500,18.89211,-96.93103
CORDOBA 5,CORDOBA,510,CORDOBA CENTRO,CORDOBA,94500,18.89431,-96.93228
CORDOBA 6,CORDOBA,S/N,CORDOBA CENTRO,CORDOBA,94500,18.89563,-96.92928
CORDOBA 7,CORDOBA,1101,CORDOBA CENTRO,CORDOBA,94500,18.88819,-96.93453
CORDOBA 8,CORDOBA,1105,CORDOBA CENTRO,CORDOBA,94500,18.89363,-96.92964
CORDOBA 9,CORDOBA,117,CENTRO,CORDOBA,94500,18.8946,-96.93395
CORUÑA 1,CIUDAD DE MEXICO,255,VIADUCTO PIEDAD,CIUDAD DE MEXICO,08200,19.40098,-99.13345
CORUÑA 2,CIUDAD DE MEXICO,498,VIADUCTO PIEDAD,CIUDAD DE MEXICO,08200,19.39922,-99.13692
COSAMALOAPAN 1,COSAMALOAPAN DE CARPIO,S/N,CENTRO,COSAMALOAPAN DE CARPIO,95400,18.36512,-95.7946
COSAMALOAPAN 2,COSAMALOAPAN DE CARPIO,MZA 13,COSAMALOAPAN DE CARPIO,COSAMALOAPAN DE CARPIO,95400,18.36665,-95.79945
COSAMALOAPAN 3,COSAMALOAPAN DE CARPIO,505,COSAMALOAPAN DE CARPIO CENTRO,COSAMALOAPAN DE CARPIO,95400,18.36547,-95.79306
COSAMALOAPAN 4,COSAMALOAPAN DE CARPIO,3310,COSAMALOAPAN DE CARPIO CENTRO,COSAMALOAPAN DE CARPIO,95400,18.36463,-95.78116
COSOLEACAQUE,MINATITLAN,84,GUSTAVO DIAZ ORDAZ,MINATITLAN,96344,18.01307,-94.55581
COYOACAN 1,CIUDAD DE MEXICO,7,CENTRO COYOACAN,CIUDAD DE MEXICO,04000,19.35019,-99.16289
COYOACAN 2,CIUDAD DE MEXICO,LT 10 MZ 1,SANTA URSULA COAPA,CIUDAD DE MEXICO,04600,19.31116,-99.14925
CUAUTITLAN IZCALLI 2,CUAUTITLAN IZCALLI,MZ 48,BOSQUES DE MORELOS,CUAUTITLAN IZCALLI,54760,19.62916,-99.23085
CUAUTITLAN IZCALLI 3,CUAUTITLAN IZCALLI,S/N,CENTRO URBANO,CUAUTITLAN IZCALLI,54700,19.66936,-99.2094
"CUAUTITLAN, JALISCO",CUAUTITLAN DE GARCIA BARRAGAN,77,CENTRO,CUAUTITLAN DE GARCIA BARRAGAN,48950,19.4526,-104.3583
CUERNAVACA 1,CUERNAVACA,2,CENTRO,CUERNAVACA,62000,18.92226,-99.23535
CUERNAVACA 10,CUERNAVACA,703,VISTA HERMOSA,CUERNAVACA,62290,18.94096,-99.21513
CUERNAVACA 13,CUERNAVACA,3-A,LOMAS DE LA SELVA ORIENTE,CUERNAVACA,62253,18.94488,-99.2334
CUERNAVACA 15,CUERNAVACA,1504,CUAUHNAHUAC,CUERNAVACA,62430,18.92144,-99.20602
CUERNAVACA 3,CUERNAVACA,KM 9.8,VILLA DEL DESCANSO,CUERNAVACA,62570,18.89706,-99.16894
CUERNAVACA 5,CUERNAVACA,1602,CHIPITLAN,CUERNAVACA,62070,18.89974,-99.23107
CUERNAVACA 7,CUERNAVACA,919,BUENAVISTA,CUERNAVACA,62130,18.96089,-99.24637
CUICHAPA 1,CUICHAPA,224,CENTRO,CUICHAPA,94920,18.77273,-96.86862
"CUITLAHUAC 2, VER.",CUITLAHUAC,10,CUITLAHUAC CENTRO,CUITLAHUAC,94915,18.81319,-96.72286
"CUITLAHUAC 3, VER.",CUITLAHUAC,1501,ALTAMIRANO,CUITLAHUAC,94910,18.81083,-96.71596
CUITLAHUAC VER.,CUITLAHUAC,12,CENTRO,CUITLAHUAC,94910,18.81442,-96.72261
CULIACAN 1,CULIACAN,1638,TIERRA BLANCA,CULIACAN,80030,24.82198,-107.3963
CULIACAN 16,CULIACAN,3128,HUMAYA INFONAVIT,CULIACAN,80020,24.82009,-107.4191
CULIACAN 17,CULIACAN,6183 SUR,RENATO VEGA ALVARADO,CULIACAN,80199,24.75517,-107.3864
